time,heartRate,hydration
2026-01-25D03:46:05.000000000,62,60.76
2026-01-25D03:50:16.000000000,65,60.88
2026-01-25D03:54:49.000000000,63,63
2026-01-25D03:57:14.000000000,71,64.24
2026-01-25D04:01:52.000000000,65,63.49
2026-01-25D04:03:32.000000000,68,58.06
2026-01-25D04:07:23.000000000,63,60.45
2026-01-25D04:08:06.000000000,65,64.18
2026-01-25D04:08:39.000000000,60,59.37
2026-01-25D04:12:48.000000000,66,59.48
2026-01-25D04:16:48.000000000,68,57.22
2026-01-25D04:19:57.000000000,66,59.18
2026-01-25D04:24:33.000000000,63,58.24
2026-01-25D04:28:33.000000000,63,56.7
2026-01-25D04:32:36.000000000,74,60.4
2026-01-25D04:37:06.000000000,67,59.54
2026-01-25D04:38:15.000000000,64,58.67
2026-01-25D04:41:16.000000000,66,57.6
2026-01-25D04:41:23.000000000,67,58.77
2026-01-25D04:43:49.000000000,69,57.66
2026-01-25D04:46:31.000000000,74,58.85
2026-01-25D04:49:01.000000000,71,55.53
2026-01-25D04:53:58.000000000,66,58.75
2026-01-25D04:56:35.000000000,78,55.24
2026-01-25D04:59:52.000000000,74,55.98
2026-01-25D05:01:09.000000000,80,54.63
2026-01-25D05:03:33.000000000,68,60.41
2026-01-25D05:06:44.000000000,61,55.77
2026-01-25D05:11:41.000000000,75,59.14
2026-01-25D05:12:46.000000000,74,58.55
2026-01-25D05:16:08.000000000,75,58.57
2026-01-25D05:21:07.000000000,66,57.03
2026-01-25D05:21:22.000000000,66,57.98
2026-01-25D05:22:28.000000000,73,52.36
2026-01-25D05:26:18.000000000,69,55.52
2026-01-25D05:28:55.000000000,78,55.36
2026-01-25D05:32:18.000000000,79,59.31
2026-01-25D05:33:14.000000000,67,57.66
2026-01-25D05:37:38.000000000,76,57.3
2026-01-25D05:38:41.000000000,70,56.09
2026-01-25D05:39:57.000000000,75,54.02
2026-01-25D05:42:29.000000000,75,54.73
2026-01-25D05:43:36.000000000,77,56.48
2026-01-25D05:47:43.000000000,75,55.42
2026-01-25D05:49:34.000000000,76,53.7
2026-01-25D05:53:24.000000000,71,55.65
2026-01-25D05:57:06.000000000,78,56.88
2026-01-25D06:01:11.000000000,77,54.14
2026-01-25D06:05:34.000000000,95,56.95
2026-01-25D06:10:00.000000000,75,55.29
2026-01-25D06:10:09.000000000,78,54.68
2026-01-25D06:14:34.000000000,71,52.4
2026-01-25D06:15:32.000000000,76,52.29
2026-01-25D06:16:23.000000000,78,55.99
2026-01-25D06:20:02.000000000,81,54.15
2026-01-25D06:23:03.000000000,69,57.58
2026-01-25D06:23:16.000000000,72,54.23
2026-01-25D06:24:59.000000000,77,57.22
2026-01-25D06:25:23.000000000,80,51.83
2026-01-25D06:29:28.000000000,77,56.39
2026-01-25D06:30:33.000000000,81,53.18
2026-01-25D06:33:35.000000000,76,55.49
2026-01-25D06:34:41.000000000,83,52.28
2026-01-25D06:37:10.000000000,76,55.3
2026-01-25D06:40:50.000000000,83,47.59
2026-01-25D06:40:57.000000000,84,51.67
2026-01-25D06:43:41.000000000,81,54.55
2026-01-25D06:47:32.000000000,80,54.99
2026-01-25D06:52:05.000000000,89,53.34
2026-01-25D06:54:09.000000000,84,57.35
2026-01-25D06:55:42.000000000,83,51.99
2026-01-25D06:56:54.000000000,76,51.47
2026-01-25D06:58:36.000000000,85,52.57
2026-01-25D07:03:07.000000000,80,51.78
2026-01-25D07:04:56.000000000,89,55.17
2026-01-25D07:07:03.000000000,79,54
2026-01-25D07:07:36.000000000,82,52.02
2026-01-25D07:09:57.000000000,80,50.19
2026-01-25D07:13:16.000000000,82,54.53
2026-01-25D07:17:06.000000000,82,53.17
2026-01-25D07:20:00.000000000,75,50.42
2026-01-25D07:20:13.000000000,79,48.44
2026-01-25D07:20:57.000000000,79,53.7
2026-01-25D07:21:26.000000000,84,51.59
2026-01-25D07:25:51.000000000,84,53.28
2026-01-25D07:29:41.000000000,104,51.93
2026-01-25D07:31:49.000000000,86,51.37
2026-01-25D07:32:31.000000000,83,47.92
2026-01-25D07:36:46.000000000,85,48.77
2026-01-25D07:39:46.000000000,85,52.22
2026-01-25D07:41:20.000000000,79,51.67
2026-01-25D07:42:01.000000000,83,48.67
2026-01-25D07:45:01.000000000,87,51.53
2026-01-25D07:49:49.000000000,85,48.35
2026-01-25D07:51:14.000000000,85,49.51
2026-01-25D07:53:12.000000000,85,47.12
2026-01-25D07:53:56.000000000,82,46.05
2026-01-25D07:57:44.000000000,87,52.08
2026-01-25D07:59:43.000000000,81,50.84
2026-01-25D08:02:53.000000000,84,49.45
2026-01-25D08:03:53.000000000,80,49.98
2026-01-25D08:04:37.000000000,87,49.47
2026-01-25D08:05:21.000000000,86,47.59
2026-01-25D08:09:22.000000000,89,47.61
2026-01-25D08:14:15.000000000,86,46.96
2026-01-25D08:18:41.000000000,85,48.71
2026-01-25D08:22:21.000000000,87,47.19
2026-01-25D08:24:52.000000000,93,50.89
2026-01-25D08:27:44.000000000,94,52.82
2026-01-25D08:29:20.000000000,88,52.77
2026-01-25D08:30:23.000000000,95,50.74
2026-01-25D08:31:26.000000000,91,47.31
2026-01-25D08:34:19.000000000,88,48.23
2026-01-25D08:38:52.000000000,86,48.27
2026-01-25D08:39:41.000000000,71,50.99
2026-01-25D08:42:46.000000000,85,48.27
2026-01-25D08:45:40.000000000,82,49.18
2026-01-25D08:48:55.000000000,87,49.93
2026-01-25D08:51:34.000000000,88,47.14
2026-01-25D08:54:46.000000000,88,48.65
2026-01-25D08:54:57.000000000,90,48.85
2026-01-25D08:57:14.000000000,92,49.24
2026-01-25D09:01:13.000000000,81,45.19
2026-01-25D09:02:02.000000000,87,50.21
2026-01-25D09:06:15.000000000,86,48.45
2026-01-25D09:06:50.000000000,83,47.37
2026-01-25D09:07:17.000000000,90,46.29
2026-01-25D09:10:01.000000000,89,48.1
2026-01-25D09:12:43.000000000,93,49.65
2026-01-25D09:13:26.000000000,82,47.3
2026-01-25D09:14:52.000000000,80,51.23
2026-01-25D09:19:14.000000000,91,45.56
2026-01-25D09:22:44.000000000,93,46.81
2026-01-25D09:24:05.000000000,92,47.55
2026-01-25D09:24:21.000000000,87,48.11
2026-01-25D09:29:20.000000000,87,49.3
2026-01-25D09:33:08.000000000,89,48.47
2026-01-25D09:33:25.000000000,89,48.16
2026-01-25D09:34:15.000000000,95,44.95
2026-01-25D09:36:54.000000000,87,45.01
2026-01-25D09:38:51.000000000,95,45.95
2026-01-25D09:42:48.000000000,91,46.36
2026-01-25D09:43:09.000000000,89,50.66
2026-01-25D09:46:56.000000000,95,46.61
2026-01-25D09:50:08.000000000,86,47.86
2026-01-25D09:52:55.000000000,92,43.7
2026-01-25D09:54:13.000000000,90,47.45
2026-01-25D09:58:10.000000000,92,43.66
2026-01-25D10:01:58.000000000,92,41.15
2026-01-25D10:03:02.000000000,91,47.31
2026-01-25D10:06:48.000000000,92,45.93
2026-01-25D10:07:29.000000000,83,45.77
2026-01-25D10:12:11.000000000,98,49.79
2026-01-25D10:15:31.000000000,93,48.05
2026-01-25D10:19:37.000000000,96,48.52
2026-01-25D10:23:20.000000000,95,47.37
2026-01-25D10:26:36.000000000,95,48.18
2026-01-25D10:26:57.000000000,93,45.13
2026-01-25D10:27:13.000000000,101,45.52
2026-01-25D10:30:30.000000000,95,44.74
2026-01-25D10:30:56.000000000,88,42.81
2026-01-25D10:33:00.000000000,94,47.92
2026-01-25D10:36:34.000000000,95,43.98
2026-01-25D10:41:08.000000000,93,46.76
2026-01-25D10:44:24.000000000,96,44.84
2026-01-25D10:47:23.000000000,94,47.56
2026-01-25D10:52:12.000000000,99,44.53
2026-01-25D10:55:40.000000000,96,46.2
2026-01-25D10:58:28.000000000,89,45.35
2026-01-25D11:02:43.000000000,90,47.49
2026-01-25D11:06:34.000000000,97,46
2026-01-25D11:06:45.000000000,92,44.17
2026-01-25D11:07:18.000000000,98,46.71
2026-01-25D11:07:55.000000000,94,46.34
2026-01-25D11:10:13.000000000,94,46.25
2026-01-25D11:11:36.000000000,94,43.69
2026-01-25D11:12:38.000000000,94,44.62
2026-01-25D11:13:08.000000000,89,45.87
2026-01-25D11:16:58.000000000,90,46.02
2026-01-25D11:21:47.000000000,97,45.54
2026-01-25D11:21:55.000000000,90,47.34
2026-01-25D11:23:38.000000000,97,44.93
2026-01-25D11:24:21.000000000,95,47.01
2026-01-25D11:28:56.000000000,93,46.54
2026-01-25D11:33:45.000000000,92,43.14
2026-01-25D11:36:26.000000000,98,46.78
2026-01-25D11:37:45.000000000,97,42.51
2026-01-25D11:42:37.000000000,93,47.54
2026-01-25D11:44:51.000000000,95,42.75
2026-01-25D11:47:50.000000000,94,48.74
2026-01-25D11:49:18.000000000,94,44.64
2026-01-25D11:49:44.000000000,106,44.74
2026-01-25D11:50:15.000000000,97,44.16
2026-01-25D11:53:34.000000000,101,41.3
2026-01-25D11:57:34.000000000,94,41.22
2026-01-25D11:59:10.000000000,85,46.68
2026-01-25D11:59:35.000000000,94,46.86
2026-01-25D12:01:03.000000000,95,45.43
2026-01-25D12:05:29.000000000,94,44.58
2026-01-25D12:08:00.000000000,96,44.03
2026-01-25D12:12:21.000000000,95,45.49
2026-01-25D12:13:23.000000000,95,46.61
2026-01-25D12:13:42.000000000,99,44.24
2026-01-25D12:16:28.000000000,97,43.99
2026-01-25D12:19:15.000000000,93,49.11
2026-01-25D12:24:00.000000000,105,45.04
2026-01-25D12:28:44.000000000,99,45.89
2026-01-25D12:29:00.000000000,99,50
2026-01-25D12:33:38.000000000,94,42.99
2026-01-25D12:38:13.000000000,99,48.92
2026-01-25D12:41:45.000000000,96,47.05
2026-01-25D12:42:16.000000000,93,46.61
2026-01-25D12:43:32.000000000,94,48.48
2026-01-25D12:44:36.000000000,92,43.82
2026-01-25D12:47:05.000000000,101,46.96
2026-01-25D12:48:42.000000000,95,47.04
2026-01-25D12:48:54.000000000,93,46.28
2026-01-25D12:50:17.000000000,94,46.33
2026-01-25D12:50:48.000000000,122,43.65
2026-01-25D12:53:46.000000000,89,47.42
2026-01-25D12:54:40.000000000,92,46.38
2026-01-25D12:58:03.000000000,98,45.94
2026-01-25D13:01:08.000000000,95,45.74
2026-01-25D13:01:36.000000000,93,49.49
2026-01-25D13:02:26.000000000,100,43.3
2026-01-25D13:02:45.000000000,98,43.1
2026-01-25D13:05:22.000000000,98,47.87
2026-01-25D13:09:08.000000000,90,44.49
2026-01-25D13:12:38.000000000,92,47.33
2026-01-25D13:17:15.000000000,91,44.67
2026-01-25D13:21:15.000000000,94,44.9
2026-01-25D13:25:07.000000000,124,44.83
2026-01-25D13:25:20.000000000,98,43.87
2026-01-25D13:28:10.000000000,94,46.24
2026-01-25D13:31:48.000000000,93,42.69
2026-01-25D13:33:49.000000000,97,43.93
2026-01-25D13:35:05.000000000,92,41.6
2026-01-25D13:36:13.000000000,92,43.5
2026-01-25D13:39:42.000000000,92,45.96
2026-01-25D13:43:15.000000000,98,48.21
2026-01-25D13:44:31.000000000,92,47.17
2026-01-25D13:49:12.000000000,91,42.64
2026-01-25D13:53:50.000000000,94,46.81
2026-01-25D13:55:29.000000000,102,48.69
2026-01-25D13:58:19.000000000,92,45.32
2026-01-25D13:58:55.000000000,95,48.73
2026-01-25D13:59:10.000000000,92,48.08
2026-01-25D14:02:51.000000000,88,46.53
2026-01-25D14:07:44.000000000,90,46.18
2026-01-25D14:09:30.000000000,89,46.35
2026-01-25D14:14:01.000000000,96,45.35
2026-01-25D14:17:39.000000000,94,42.72
2026-01-25D14:20:42.000000000,94,45.95
2026-01-25D14:22:14.000000000,91,43.98
2026-01-25D14:22:59.000000000,86,46.19
2026-01-25D14:24:19.000000000,92,46.09
2026-01-25D14:25:09.000000000,85,45.95
2026-01-25D14:27:53.000000000,83,47.86
2026-01-25D14:29:17.000000000,91,45.41
2026-01-25D14:30:47.000000000,84,46.03
2026-01-25D14:32:23.000000000,96,50.59
2026-01-25D14:34:55.000000000,96,44.5
2026-01-25D14:37:40.000000000,91,48.85
2026-01-25D14:41:06.000000000,87,46.72
2026-01-25D14:45:12.000000000,94,45.25
2026-01-25D14:45:18.000000000,86,48.73
2026-01-25D14:49:07.000000000,88,48
2026-01-25D14:54:00.000000000,94,44.93
2026-01-25D14:57:57.000000000,86,49.8
2026-01-25D14:59:18.000000000,93,44.09
2026-01-25D15:01:18.000000000,91,48.56
2026-01-25D15:03:56.000000000,86,47.56
2026-01-25D15:05:43.000000000,92,48.55
2026-01-25D15:09:01.000000000,88,46.98
2026-01-25D15:11:51.000000000,92,49.31
2026-01-25D15:13:25.000000000,89,46.25
2026-01-25D15:16:23.000000000,91,46.14
2026-01-25D15:18:29.000000000,87,49.98
2026-01-25D15:20:56.000000000,84,49.46
2026-01-25D15:22:46.000000000,92,50.58
2026-01-25D15:24:53.000000000,85,47.58
2026-01-25D15:25:06.000000000,96,46.75
2026-01-25D15:29:32.000000000,83,52.15
2026-01-25D15:30:49.000000000,91,42.51
2026-01-25D15:34:36.000000000,93,50.77
2026-01-25D15:35:21.000000000,86,52.07
2026-01-25D15:38:49.000000000,87,50.04
2026-01-25D15:43:17.000000000,92,53.32
2026-01-25D15:46:19.000000000,84,50.28
2026-01-25D15:47:47.000000000,82,47.78
2026-01-25D15:49:42.000000000,90,44.84
2026-01-25D15:53:57.000000000,88,48.52
2026-01-25D15:54:08.000000000,78,48.19
2026-01-25D15:55:36.000000000,87,52.86
2026-01-25D15:59:08.000000000,90,51.26
2026-01-25D15:59:34.000000000,92,51.97
2026-01-25D15:59:41.000000000,86,50.22
2026-01-25D16:01:52.000000000,86,49.71
2026-01-25D16:05:04.000000000,92,48.17
2026-01-25D16:05:22.000000000,84,52.16
2026-01-25D16:05:38.000000000,85,49.92
2026-01-25D16:07:09.000000000,80,51.16
2026-01-25D16:07:25.000000000,84,53.94
2026-01-25D16:07:54.000000000,83,51.12
2026-01-25D16:12:01.000000000,82,49.52
2026-01-25D16:14:07.000000000,82,49.74
2026-01-25D16:16:38.000000000,81,52.15
2026-01-25D16:17:37.000000000,89,52.75
2026-01-25D16:21:39.000000000,83,51.78
2026-01-25D16:24:36.000000000,81,48.57
2026-01-25D16:28:21.000000000,82,44.71
2026-01-25D16:30:24.000000000,92,47.35
2026-01-25D16:33:31.000000000,87,49.76
2026-01-25D16:38:23.000000000,72,51.75
2026-01-25D16:39:49.000000000,82,49.65
2026-01-25D16:43:24.000000000,74,56.64
2026-01-25D16:45:58.000000000,83,48.63
2026-01-25D16:46:39.000000000,85,50.22
2026-01-25D16:47:42.000000000,81,49.86
2026-01-25D16:49:57.000000000,88,49.3
2026-01-25D16:53:23.000000000,85,56.51
2026-01-25D16:57:30.000000000,71,51.34
2026-01-25D16:58:09.000000000,83,49.64
2026-01-25D16:59:46.000000000,77,54.66
2026-01-25D17:03:17.000000000,83,51.58
2026-01-25D17:06:54.000000000,82,52.18
2026-01-25D17:09:37.000000000,74,54.51
2026-01-25D17:10:05.000000000,74,48.92
2026-01-25D17:15:02.000000000,80,55.74
2026-01-25D17:15:10.000000000,75,49.35
2026-01-25D17:18:54.000000000,74,57.05
2026-01-25D17:19:18.000000000,78,55.93
2026-01-25D17:21:54.000000000,77,54.13
2026-01-25D17:22:48.000000000,77,58.21
2026-01-25D17:25:49.000000000,73,53.35
2026-01-25D17:27:29.000000000,80,53.21
2026-01-25D17:29:18.000000000,77,53.98
2026-01-25D17:33:32.000000000,86,51.68
2026-01-25D17:35:33.000000000,76,56.05
2026-01-25D17:39:25.000000000,74,52.2
2026-01-25D17:40:35.000000000,74,54.43
2026-01-25D17:45:01.000000000,77,55
2026-01-25D17:50:00.000000000,83,56.4
2026-01-25D17:54:07.000000000,76,54.85
2026-01-25D17:57:17.000000000,75,57.36
2026-01-25D18:01:27.000000000,76,54.34
2026-01-25D18:03:36.000000000,68,57.55
2026-01-25D18:08:08.000000000,77,52.36
2026-01-25D18:10:23.000000000,70,56.99
2026-01-25D18:14:24.000000000,71,55.44
2026-01-25D18:14:46.000000000,78,54.2
2026-01-25D18:15:30.000000000,98,56.36
2026-01-25D18:15:55.000000000,80,55.94
2026-01-25D18:19:44.000000000,63,56.79
2026-01-25D18:24:30.000000000,72,57.45
2026-01-25D18:24:42.000000000,75,57.24
2026-01-25D18:26:26.000000000,72,58.18
2026-01-25D18:30:30.000000000,78,57.94
2026-01-25D18:32:01.000000000,68,55.39
2026-01-25D18:32:19.000000000,74,57.58
2026-01-25D18:32:25.000000000,77,56.2
2026-01-25D18:37:22.000000000,69,59.2
2026-01-25D18:38:07.000000000,64,57.39
2026-01-25D18:40:02.000000000,71,54.52
2026-01-25D18:40:20.000000000,72,57.2
2026-01-25D18:44:15.000000000,79,55.55
2026-01-25D18:45:43.000000000,77,59.2
2026-01-25D18:47:57.000000000,73,61.26
2026-01-25D18:51:52.000000000,69,56.06
2026-01-25D18:54:21.000000000,64,54.43
2026-01-25D18:54:53.000000000,71,55.64
2026-01-25D18:56:03.000000000,72,58.35
2026-01-25D18:58:50.000000000,73,59.14
2026-01-25D19:02:43.000000000,75,56.96
2026-01-25D19:07:08.000000000,70,59.21
2026-01-25D19:09:56.000000000,77,59.79
2026-01-25D19:14:47.000000000,71,64.02
2026-01-25D19:15:01.000000000,70,58
2026-01-25D19:18:20.000000000,62,59.18
2026-01-25D19:20:22.000000000,68,59.41
2026-01-25D19:24:56.000000000,71,57
2026-01-25D19:26:20.000000000,72,59.95
2026-01-25D19:27:57.000000000,74,59.42
2026-01-25D19:32:27.000000000,66,58.52
2026-01-25D19:36:48.000000000,66,56.66
2026-01-25D19:39:05.000000000,71,57.07
2026-01-25D19:43:45.000000000,64,60.85
2026-01-25D19:48:13.000000000,66,58.46
2026-01-25D19:51:08.000000000,68,59.17
2026-01-25D19:51:13.000000000,62,60.31
2026-01-25D19:52:21.000000000,59,57.36
2026-01-25D19:57:09.000000000,61,59.14
2026-01-25D19:59:14.000000000,66,61.48
2026-01-25D20:01:05.000000000,64,57.65
2026-01-25D20:04:04.000000000,63,60.16
2026-01-25D20:07:32.000000000,60,62.65
2026-01-25D20:10:21.000000000,67,63.88
2026-01-25D20:12:25.000000000,59,61.4
2026-01-25D20:13:13.000000000,58,61.28
2026-01-25D20:15:53.000000000,64,59.69
2026-01-25D20:19:24.000000000,63,61.44
2026-01-25D20:21:16.000000000,59,59.12
2026-01-25D20:25:31.000000000,59,65.35
2026-01-25D20:27:45.000000000,63,58.59
2026-01-25D20:32:42.000000000,64,61.13
2026-01-25D20:33:06.000000000,63,60.26
2026-01-25D20:37:52.000000000,68,61.29
2026-01-25D20:42:41.000000000,58,63.74
2026-01-25D20:42:46.000000000,57,62.31
2026-01-25D20:44:49.000000000,59,60.31
2026-01-25D20:45:28.000000000,68,60.92
2026-01-25D20:48:50.000000000,68,62.49
2026-01-25D20:52:59.000000000,58,61.51
2026-01-25D20:54:02.000000000,55,61.69
2026-01-25D20:56:47.000000000,64,60.54
2026-01-25D20:59:50.000000000,60,63.14
2026-01-25D21:03:20.000000000,65,62.28
2026-01-25D21:03:36.000000000,62,62.84
2026-01-25D21:08:16.000000000,59,63.18
2026-01-25D21:11:21.000000000,60,62.48
2026-01-25D21:15:27.000000000,62,58.59
2026-01-25D21:19:07.000000000,57,60.63
2026-01-25D21:23:22.000000000,61,60.7
2026-01-25D21:25:32.000000000,58,66.07
2026-01-25D21:29:13.000000000,55,61.83
2026-01-25D21:34:02.000000000,56,60.92
2026-01-25D21:37:11.000000000,60,65.37
2026-01-25D21:37:54.000000000,55,63.98
2026-01-25D21:41:41.000000000,59,61.86
2026-01-25D21:44:49.000000000,63,68.69
2026-01-25D21:47:51.000000000,48,60.86
2026-01-25D21:52:49.000000000,52,63.64
2026-01-25D21:55:24.000000000,61,64.17
2026-01-25D21:57:34.000000000,57,59.18
2026-01-25D22:01:32.000000000,59,64.18
2026-01-25D22:01:44.000000000,58,63.9
2026-01-25D22:03:57.000000000,59,61.81
2026-01-25D22:08:25.000000000,60,62.71
2026-01-25D22:11:06.000000000,61,61.83
2026-01-25D22:11:15.000000000,56,66.18
2026-01-25D22:12:45.000000000,60,65.07
2026-01-25D22:15:44.000000000,58,63.62
2026-01-25D22:20:38.000000000,54,66.26
2026-01-25D22:23:55.000000000,56,66.29
2026-01-25D22:25:58.000000000,61,62.75
2026-01-25D22:29:40.000000000,54,64.2
2026-01-25D22:31:38.000000000,63,62.25
2026-01-25D22:34:07.000000000,57,63.17
2026-01-25D22:34:37.000000000,61,66.28
2026-01-25D22:36:57.000000000,57,62.71
2026-01-25D22:40:53.000000000,54,64.99
2026-01-25D22:42:13.000000000,52,60.13
2026-01-25D22:47:06.000000000,54,69.18
2026-01-25D22:47:11.000000000,61,65.93
2026-01-25D22:49:42.000000000,61,61.34
2026-01-25D22:54:33.000000000,50,63.09
2026-01-25D22:56:59.000000000,50,63.84
2026-01-25D22:57:56.000000000,57,65.69
2026-01-25D22:59:09.000000000,55,67.37
2026-01-25D23:00:43.000000000,49,62.12
2026-01-25D23:04:27.000000000,65,66.28
2026-01-25D23:07:43.000000000,57,69.42
2026-01-25D23:08:50.000000000,59,68.21
2026-01-25D23:10:07.000000000,59,65.06
2026-01-25D23:12:52.000000000,54,64.45
2026-01-25D23:15:45.000000000,57,62.75
2026-01-25D23:17:18.000000000,59,67.09
2026-01-25D23:20:18.000000000,56,67.53
2026-01-25D23:24:51.000000000,45,64.08
2026-01-25D23:26:08.000000000,59,64.33
2026-01-25D23:30:17.000000000,49,66.13
2026-01-25D23:31:38.000000000,58,67.44
2026-01-25D23:34:21.000000000,51,65.47
2026-01-25D23:36:03.000000000,50,64.69
2026-01-25D23:37:49.000000000,57,69.58
2026-01-25D23:40:05.000000000,54,65.42
2026-01-25D23:41:51.000000000,56,66.91
2026-01-25D23:42:14.000000000,46,66.17
2026-01-25D23:43:40.000000000,58,66.65
2026-01-25D23:48:23.000000000,61,65.4
2026-01-25D23:50:36.000000000,58,66.64
2026-01-25D23:52:09.000000000,54,64.64
2026-01-25D23:55:46.000000000,53,63.09
2026-01-25D23:58:13.000000000,56,62.84
2026-01-25D23:59:22.000000000,57,65.68
2026-01-25D00:00:42.000000000,57,65.74
2026-01-25D00:04:05.000000000,56,65.01
2026-01-25D00:06:32.000000000,61,62.74
2026-01-25D00:08:09.000000000,51,63.6
2026-01-25D00:11:57.000000000,45,67.25
2026-01-25D00:16:52.000000000,49,65.31
2026-01-25D00:18:38.000000000,60,67.33
2026-01-25D00:23:09.000000000,60,64.85
2026-01-25D00:25:03.000000000,60,62.85
2026-01-25D00:29:32.000000000,65,67.06
2026-01-25D00:29:39.000000000,58,62.42
2026-01-25D00:31:08.000000000,60,66.62
2026-01-25D00:35:54.000000000,55,62.05
2026-01-25D00:37:55.000000000,57,65.85
2026-01-25D00:41:40.000000000,64,64
2026-01-25D00:44:18.000000000,50,65.21
2026-01-25D00:46:55.000000000,58,66.05
2026-01-25D00:47:11.000000000,55,63.98
2026-01-25D00:49:28.000000000,57,67.88
2026-01-25D00:54:25.000000000,57,64.11
2026-01-25D00:58:17.000000000,48,65.75
2026-01-25D01:02:52.000000000,56,68.37
2026-01-25D01:03:39.000000000,52,65.34
2026-01-25D01:04:04.000000000,55,64.37
2026-01-25D01:05:55.000000000,57,62.17
2026-01-25D01:07:56.000000000,57,63.13
2026-01-25D01:10:04.000000000,57,64.74
2026-01-25D01:14:49.000000000,56,66.31
2026-01-25D01:19:45.000000000,45,67.78
2026-01-25D01:23:12.000000000,58,64.04
2026-01-25D01:24:07.000000000,54,65.71
2026-01-25D01:28:42.000000000,56,66.55
2026-01-25D01:33:23.000000000,53,67.51
2026-01-25D01:35:48.000000000,56,67.54
2026-01-25D01:40:27.000000000,56,68.32
2026-01-25D01:45:21.000000000,54,63.52
2026-01-25D01:46:17.000000000,56,64.09
2026-01-25D01:46:48.000000000,54,62.79
2026-01-25D01:49:29.000000000,52,63.11
2026-01-25D01:53:32.000000000,60,65.2
2026-01-25D01:56:12.000000000,61,67.84
2026-01-25D02:01:07.000000000,64,62.47
2026-01-25D02:03:27.000000000,53,63.61
2026-01-25D02:05:55.000000000,59,61.36
2026-01-25D02:07:45.000000000,60,64.61
2026-01-25D02:10:27.000000000,61,66.03
2026-01-25D02:12:57.000000000,58,58.9
2026-01-25D02:13:03.000000000,66,61.14
2026-01-25D02:14:24.000000000,56,66.97
2026-01-25D02:16:40.000000000,52,64.28
2026-01-25D02:18:14.000000000,64,64.55
2026-01-25D02:22:41.000000000,62,62.96
2026-01-25D02:24:33.000000000,64,61.79
2026-01-25D02:25:51.000000000,53,63.43
2026-01-25D02:26:34.000000000,53,61.78
2026-01-25D02:29:17.000000000,59,64.88
2026-01-25D02:30:32.000000000,55,62.38
2026-01-25D02:34:37.000000000,60,64.86
2026-01-25D02:35:17.000000000,54,64.32
2026-01-25D02:36:45.000000000,52,65.98
2026-01-25D02:41:12.000000000,57,63.25
2026-01-25D02:44:08.000000000,57,63.05
2026-01-25D02:47:05.000000000,59,63.24
2026-01-25D02:47:56.000000000,59,64.39
2026-01-25D02:50:21.000000000,64,61.27
2026-01-25D02:52:23.000000000,63,59.37
2026-01-25D02:57:04.000000000,60,62.92
2026-01-25D03:00:42.000000000,63,62.36
2026-01-25D03:04:26.000000000,64,58.44
2026-01-25D03:04:56.000000000,60,63.82
2026-01-25D03:05:09.000000000,61,66.08
2026-01-25D03:09:44.000000000,62,58.45
2026-01-25D03:09:58.000000000,61,60.26
2026-01-25D03:12:03.000000000,61,59.9
2026-01-25D03:14:12.000000000,62,62.57
2026-01-25D03:17:06.000000000,63,58.53
2026-01-25D03:18:22.000000000,58,60.59
2026-01-25D03:20:58.000000000,65,55.84
2026-01-25D03:24:30.000000000,62,61.06
2026-01-25D03:25:23.000000000,60,59.62
2026-01-25D03:28:01.000000000,60,62
2026-01-25D03:32:58.000000000,67,60.12
2026-01-25D03:34:10.000000000,62,59.11
2026-01-25D03:35:04.000000000,59,61.34
2026-01-25D03:37:40.000000000,60,61.26
2026-01-25D03:38:03.000000000,65,57.64
2026-01-25D03:39:47.000000000,63,59.1
2026-01-25D03:40:51.000000000,67,64.6
2026-01-25D03:43:42.000000000,57,58.26
2026-01-25D03:47:08.000000000,68,61
2026-01-25D03:49:38.000000000,64,62
2026-01-25D03:52:26.000000000,63,60.45
2026-01-25D03:56:32.000000000,65,62.71
2026-01-25D03:57:45.000000000,71,59.24
2026-01-25D04:00:44.000000000,71,60.31
2026-01-25D04:01:37.000000000,70,59.09
2026-01-25D04:03:29.000000000,67,62.89
2026-01-25D04:07:19.000000000,74,59.71
2026-01-25D04:10:04.000000000,62,59.12
2026-01-25D04:12:07.000000000,62,62.25
2026-01-25D04:14:40.000000000,73,59.49
2026-01-25D04:17:14.000000000,62,59.72
2026-01-25D04:22:11.000000000,70,58.4
2026-01-25D04:24:38.000000000,74,61.5
2026-01-25D04:27:22.000000000,68,58.9
2026-01-25D04:27:37.000000000,72,57.68
2026-01-25D04:29:59.000000000,63,58.51
2026-01-25D04:31:21.000000000,74,57.74
2026-01-25D04:32:42.000000000,70,60.14
2026-01-25D04:37:00.000000000,66,58.13
2026-01-25D04:41:22.000000000,61,58.87
2026-01-25D04:46:17.000000000,72,59.38
2026-01-25D04:50:44.000000000,66,55.42
2026-01-25D04:52:13.000000000,70,54.21
2026-01-25D04:54:43.000000000,69,58.82
2026-01-25D04:55:29.000000000,71,62.57
2026-01-25D04:57:38.000000000,72,58.14
2026-01-25D05:00:29.000000000,70,58.6
2026-01-25D05:04:34.000000000,72,57.46
2026-01-25D05:09:18.000000000,75,57.84
2026-01-25D05:12:30.000000000,67,56.12
2026-01-25D05:12:53.000000000,71,52.87
2026-01-25D05:14:05.000000000,72,55.37
2026-01-25D05:17:47.000000000,69,57.74
